,Mean,2.5q,97.5q
a_subj(equal).59,1.3514130032692548,1.2739095386655124,1.4461890437146119
a_subj(equal).60,1.3013925965698956,1.2281175664988258,1.374718294443931
a_subj(equal).61,1.2875472813761726,1.217052664389298,1.3587727485685286
a_subj(equal).62,1.3040034872197412,1.2357008581914664,1.3739492075384514
a_subj(equal).63,1.2904416382793482,1.2176206523339372,1.3633296067001974
a_subj(equal).64,1.295027214520171,1.2189912572555919,1.3718786289984943
a_subj(equal).65,1.3509232513074603,1.2802772936501077,1.4343740830100185
a_subj(equal).67,1.3159707089950794,1.247468538574358,1.388062138517469
a_subj(none).0,1.3684926506241968,1.290967857641195,1.4481425805651953
a_subj(none).1,1.3733234002115668,1.2951149659722963,1.4528566383359616
a_subj(none).2,1.4209756495103745,1.3461706414450907,1.5100785901938152
a_subj(none).3,1.4183748985647027,1.3348564551012616,1.5142514237846358
a_subj(none).4,1.359718556717003,1.2860748511486757,1.4348308060443729
a_subj(none).5,1.3373108297314351,1.2552196374887563,1.4139792822612467
a_subj(none).6,1.343344097131196,1.2675645071867212,1.4160021297887448
a_subj(none).7,1.3717448260466223,1.2960764007342365,1.4517441468306138
a_subj(none).8,1.402446838153873,1.3283022543759442,1.4844071422382745
a_subj(none).9,1.3777384043597278,1.3051111981967813,1.4557740896521114
a_subj(none).10,1.3896220750689003,1.313686396362494,1.4721359112004022
a_subj(none).11,1.394916687701452,1.3215444520618855,1.475423982465713
a_subj(none).12,1.3696639249175342,1.2953896723902951,1.4481101563205052
a_subj(none).13,1.369338757906865,1.2968115638575994,1.445392625020923
a_subj(none).14,1.3484519320112751,1.2716848657589657,1.4219823519527224
a_subj(none).15,1.418527160728786,1.3442511643360795,1.5052140508107192
a_subj(none).16,1.355860579528973,1.267436291331173,1.4338679241403527
a_subj(none).17,1.3820043825146717,1.3112879192889095,1.4584804418367763
a_subj(none).18,1.332275132264096,1.252663551899451,1.4041617912583575
a_subj(none).19,1.4070996366172404,1.3324813919116272,1.4933351037558236
a_subj(none).20,1.3665733720961484,1.29320229497227,1.440986953255555
a_subj(none).21,1.3670212087039273,1.295524410271484,1.442658561989476
a_subj(none).22,1.3993113784161448,1.3299976442492552,1.480484410903742
a_subj(none).23,1.2929106963447559,1.1999455230768592,1.375956795561858
a_subj(none).24,1.3552559065193168,1.2797723823473142,1.4316877906821224
a_subj(none).25,1.3517513892650634,1.277751083298808,1.4259280063097892
a_subj(none).26,1.352132274278006,1.2747021872931255,1.4289308986569897
a_subj(none).27,1.3902708140389073,1.3176360953316832,1.4697483128997386
a_subj(none).28,1.3887218435541009,1.3173697075806994,1.467698590807437
a_subj(none).33,1.3741388667176453,1.2992241575906478,1.4527888703497658
a_subj(none).44,1.3634372369517513,1.2896061188638335,1.4387216474344302
a_subj(none).55,1.3545306938426256,1.27713425410538,1.4286751658595234
